pl_name,hip_name,sy_pnum
MOA-2010-BLG-328L b,,1
MOA-2010-BLG-328L b,,1
MOA-2010-BLG-353L b,,1
MOA-2010-BLG-353L b,,1
MOA-2010-BLG-477L b,,1
MOA-2010-BLG-477L b,,1
MOA-2011-BLG-028L b,,1
MOA-2011-BLG-028L b,,1
MOA-2011-BLG-262L b,,1
MOA-2011-BLG-262L b,,1
MOA-2011-BLG-262L b,,1
MOA-2011-BLG-262L b,,1
MOA-2011-BLG-291L b,,1
MOA-2011-BLG-291L b,,1
MOA-2011-BLG-291L b,,1
MOA-2011-BLG-291L b,,1
MOA-2011-BLG-291L b,,1
MOA-2011-BLG-293L b,,1
MOA-2011-BLG-293L b,,1
MOA-2011-BLG-293L b,,1
MOA-2011-BLG-293L b,,1
MOA-2011-BLG-293L b,,1
MOA-2011-BLG-322L b,,1
MOA-2012-BLG-006L b,,1
MOA-2012-BLG-505L b,,1
MOA-2012-BLG-505L b,,1
MOA-2013-BLG-220L b,,1
MOA-2013-BLG-220L b,,1
MOA-2013-BLG-605L b,,1
MOA-2013-BLG-605L b,,1
MOA-2013-BLG-605L b,,1
MOA-2013-BLG-605L b,,1
MOA-2013-BLG-605L b,,1
MOA-2013-BLG-605L b,,1
MOA-2015-BLG-337L b,,1
MOA-2015-BLG-337L b,,1
MOA-2015-BLG-337L b,,1
MOA-2015-BLG-337L b,,1
MOA-2016-BLG-227L b,,1
MOA-2016-BLG-227L b,,1
MOA-2016-BLG-227L b,,1
MOA-2016-BLG-227L b,,1
MOA-2016-BLG-319L b,,1
MOA-2016-BLG-319L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2019-BLG-008L b,,1
MOA-2020-BLG-135L b,,1
MOA-2020-BLG-135L b,,1
MOA-2020-BLG-208L b,,1
MOA-2020-BLG-208L b,,1
MOA-2022-BLG-249L b,,1
MOA-2022-BLG-249L b,,1
MOA-2022-BLG-249L b,,1
MOA-2022-BLG-249L b,,1
MOA-bin-1L b,,1
MOA-bin-29 b,,1
MOA-bin-29 b,,1
MOA-bin-29 b,,1
MOA-bin-29 b,,1
MOA-bin-29 b,,1
MOA-bin-29 b,,1
MWC 758 c,HIP 25793,1
MXB 1658-298 b,,1
NGC 2682 Sand 1429 b,,1
NGC 2682 Sand 364 b,,1
NGC 2682 Sand 364 b,,1
NGC 2682 Sand 364 b,,1
NGC 2682 Sand 978 b,,1
NGC 2682 YBP 1194 b,,1
NGC 2682 YBP 1194 b,,1
NGC 2682 YBP 1194 b,,1
NGC 2682 YBP 1514 b,,1
NGC 2682 YBP 1514 b,,1
NGC 2682 YBP 1514 b,,1
NGC 2682 YBP 401 b,,1
NGC 2682 YBP 401 b,,1
NGTS-1 b,,1
NGTS-1 b,,1
NGTS-1 b,,1
NGTS-1 b,,1
NGTS-10 b,,1
NGTS-11 b,,1
NGTS-11 b,,1
NGTS-11 b,,1
NGTS-12 b,,1
NGTS-12 b,,1
NGTS-12 b,,1
NGTS-13 b,,1
NGTS-13 b,,1
NGTS-14 A b,,1
NGTS-14 A b,,1
NGTS-15 b,,1
NGTS-16 b,,1
NGTS-17 b,,1
NGTS-18 b,,1
NGTS-18 b,,1
NGTS-2 b,,1
NGTS-2 b,,1
NGTS-2 b,,1
NGTS-2 b,,1
NGTS-20 b,,1
NGTS-20 b,,1
NGTS-21 b,,1
NGTS-23 b,,1
NGTS-24 b,,1
NGTS-24 b,,1
NGTS-25 b,,1
NGTS-3 A b,,1
NGTS-3 A b,,1
NGTS-4 b,,1
NGTS-4 b,,1
NGTS-4 b,,1
NGTS-5 b,,1
NGTS-5 b,,1
NGTS-6 b,,1
NGTS-6 b,,1
NGTS-6 b,,1
NGTS-8 b,,1
NGTS-9 b,,1
NGTS-9 b,,1
NGTS-9 b,,1
NN Ser c,,2
NN Ser c,,2
NN Ser d,,2
NN Ser d,,2
NSVS 14256825 b,,1
NY Vir b,,2
NY Vir b,,2
NY Vir b,,2
NY Vir c,,2
OGLE-2003-BLG-235L b,,1
OGLE-2003-BLG-235L b,,1
OGLE-2005-BLG-071L b,,1
OGLE-2005-BLG-071L b,,1
OGLE-2005-BLG-071L b,,1
OGLE-2005-BLG-071L b,,1
OGLE-2005-BLG-071L b,,1
OGLE-2005-BLG-071L b,,1
OGLE-2005-BLG-169L b,,1
OGLE-2005-BLG-169L b,,1
OGLE-2005-BLG-169L b,,1
OGLE-2005-BLG-390L b,,1
OGLE-2006-BLG-109L b,,2
OGLE-2006-BLG-109L b,,2
OGLE-2006-BLG-109L c,,2
OGLE-2006-BLG-109L c,,2
OGLE-2006-BLG-284L A b,,1
OGLE-2007-BLG-349L AB c,,1
OGLE-2007-BLG-368L b,,1
OGLE-2008-BLG-092L b,,1
OGLE-2008-BLG-355L b,,1
OGLE-2011-BLG-0173L b,,1
OGLE-2011-BLG-0173L b,,1
OGLE-2011-BLG-0173L b,,1
OGLE-2011-BLG-0173L b,,1
OGLE-2011-BLG-0173L b,,1
OGLE-2011-BLG-0251L b,,1
OGLE-2011-BLG-0251L b,,1
OGLE-2011-BLG-0265L b,,1
OGLE-2011-BLG-0265L b,,1
OGLE-2012-BLG-0026L b,,2
OGLE-2012-BLG-0026L b,,2
OGLE-2012-BLG-0026L c,,2
OGLE-2012-BLG-0026L c,,2
OGLE-2012-BLG-0358L b,,1
OGLE-2012-BLG-0358L b,,1
OGLE-2012-BLG-0358L b,,1
OGLE-2012-BLG-0406L b,,1
OGLE-2012-BLG-0406L b,,1
OGLE-2012-BLG-0406L b,,1
OGLE-2012-BLG-0406L b,,1
OGLE-2012-BLG-0563L b,,1
OGLE-2012-BLG-0563L b,,1
OGLE-2012-BLG-0724L b,,1
OGLE-2012-BLG-0724L b,,1
OGLE-2012-BLG-0838L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2012-BLG-0950L b,,1
OGLE-2013-BLG-0102L b,,1
OGLE-2013-BLG-0102L b,,1
OGLE-2013-BLG-0132L b,,1
OGLE-2013-BLG-0341L B b,,1
OGLE-2013-BLG-0341L B b,,1
OGLE-2013-BLG-0341L B b,,1
OGLE-2013-BLG-0341L B b,,1
OGLE-2013-BLG-0911L b,,1
OGLE-2013-BLG-0911L b,,1
OGLE-2013-BLG-0911L b,,1
OGLE-2013-BLG-0911L b,,1
OGLE-2013-BLG-0911L b,,1
OGLE-2013-BLG-0911L b,,1
OGLE-2013-BLG-1721L b,,1
OGLE-2013-BLG-1761L b,,1
OGLE-2013-BLG-1761L b,,1
OGLE-2014-BLG-0124L b,,1
OGLE-2014-BLG-0124L b,,1
OGLE-2014-BLG-0124L b,,1
OGLE-2014-BLG-0124L b,,1
OGLE-2014-BLG-0319L b,,1
OGLE-2014-BLG-0676L b,,1
OGLE-2014-BLG-0676L b,,1
OGLE-2014-BLG-0676L b,,1
OGLE-2014-BLG-0676L b,,1
OGLE-2014-BLG-1722L b,,2
OGLE-2014-BLG-1722L b,,2
OGLE-2014-BLG-1722L b,,2
OGLE-2014-BLG-1722L c,,2
OGLE-2014-BLG-1722L c,,2
OGLE-2014-BLG-1760L b,,1
OGLE-2015-BLG-0051L b,,1
OGLE-2015-BLG-0954L b,,1
OGLE-2015-BLG-0954L b,,1
OGLE-2015-BLG-0954L b,,1
OGLE-2015-BLG-0954L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-0966L b,,1
OGLE-2015-BLG-1649L b,,1
OGLE-2015-BLG-1670L b,,1
OGLE-2015-BLG-1670L b,,1
OGLE-2015-BLG-1670L b,,1
OGLE-2015-BLG-1771L b,,1
OGLE-2015-BLG-1771L b,,1
OGLE-2015-BLG-1771L b,,1
OGLE-2015-BLG-1771L b,,1
OGLE-2015-BLG-1771L b,,1
OGLE-2015-BLG-1771L b,,1
OGLE-2016-BLG-0263L b,,1
OGLE-2016-BLG-0263L b,,1
OGLE-2016-BLG-0613L AB b,,1
OGLE-2016-BLG-0613L AB b,,1
OGLE-2016-BLG-0613L AB b,,1
OGLE-2016-BLG-0613L AB b,,1
OGLE-2016-BLG-0613L AB b,,1
OGLE-2016-BLG-0613L AB b,,1
OGLE-2016-BLG-1067L b,,1
OGLE-2016-BLG-1067L b,,1
OGLE-2016-BLG-1067L b,,1
OGLE-2016-BLG-1093L b,,1
OGLE-2016-BLG-1093L b,,1
OGLE-2016-BLG-1093L b,,1
OGLE-2016-BLG-1093L b,,1
OGLE-2016-BLG-1190L b,,1
OGLE-2016-BLG-1190L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1195L b,,1
OGLE-2016-BLG-1227L b,,1
OGLE-2016-BLG-1227L b,,1
OGLE-2016-BLG-1227L b,,1
OGLE-2017-BLG-0173L b,,1
OGLE-2017-BLG-0173L b,,1
OGLE-2017-BLG-0173L b,,1
OGLE-2017-BLG-0373L b,,1
OGLE-2017-BLG-0373L b,,1
OGLE-2017-BLG-0406L b,,1
OGLE-2017-BLG-0406L b,,1
OGLE-2017-BLG-0482L b,,1
OGLE-2017-BLG-0482L b,,1
OGLE-2017-BLG-0604L b,,1
OGLE-2017-BLG-1049L b,,1
OGLE-2017-BLG-1099L b,,1
OGLE-2017-BLG-1140L b,,1
OGLE-2017-BLG-1140L b,,1
OGLE-2017-BLG-1375L b,,1
OGLE-2017-BLG-1375L b,,1
OGLE-2017-BLG-1375L b,,1
OGLE-2017-BLG-1375L b,,1
OGLE-2017-BLG-1375L b,,1
OGLE-2017-BLG-1375L b,,1
OGLE-2017-BLG-1434L b,,1
OGLE-2017-BLG-1434L b,,1
OGLE-2017-BLG-1434L b,,1
OGLE-2017-BLG-1434L b,,1
OGLE-2017-BLG-1434L b,,1
OGLE-2017-BLG-1522L b,,1
OGLE-2017-BLG-1691L b,,1
OGLE-2017-BLG-1691L b,,1
OGLE-2017-BLG-1691L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2017-BLG-1806L b,,1
OGLE-2018-BLG-0298L b,,1
OGLE-2018-BLG-0298L b,,1
OGLE-2018-BLG-0298L b,,1
OGLE-2018-BLG-0383L b,,1
OGLE-2018-BLG-0506L b,,1
OGLE-2018-BLG-0506L b,,1
OGLE-2018-BLG-0506L b,,1
OGLE-2018-BLG-0506L b,,1
OGLE-2018-BLG-0506L b,,1
OGLE-2018-BLG-0506L b,,1
OGLE-2018-BLG-0516L b,,1
OGLE-2018-BLG-0516L b,,1
OGLE-2018-BLG-0516L b,,1
OGLE-2018-BLG-0516L b,,1
OGLE-2018-BLG-0516L b,,1
OGLE-2018-BLG-0516L b,,1
OGLE-2018-BLG-0532L b,,1
OGLE-2018-BLG-0532L b,,1
OGLE-2018-BLG-0567L b,,1
OGLE-2018-BLG-0596L b,,1
OGLE-2018-BLG-0596L b,,1
OGLE-2018-BLG-0596L b,,1
OGLE-2018-BLG-0596L b,,1
OGLE-2018-BLG-0677L b,,1
OGLE-2018-BLG-0677L b,,1
OGLE-2018-BLG-0740L b,,1
OGLE-2018-BLG-0740L b,,1
OGLE-2018-BLG-0740L b,,1
OGLE-2018-BLG-0740L b,,1
OGLE-2018-BLG-0740L b,,1
OGLE-2018-BLG-0740L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0799L b,,1
OGLE-2018-BLG-0932L b,,1
OGLE-2018-BLG-0962L b,,1
OGLE-2018-BLG-0977L b,,1
OGLE-2018-BLG-1011L b,,2
OGLE-2018-BLG-1011L b,,2
OGLE-2018-BLG-1011L b,,2
OGLE-2018-BLG-1011L b,,2
OGLE-2018-BLG-1011L c,,2
OGLE-2018-BLG-1011L c,,2
OGLE-2018-BLG-1011L c,,2
OGLE-2018-BLG-1011L c,,2
OGLE-2018-BLG-1119L b,,1
OGLE-2018-BLG-1119L b,,1
OGLE-2018-BLG-1119L b,,1
OGLE-2018-BLG-1126L b,,1
OGLE-2018-BLG-1126L b,,1
OGLE-2018-BLG-1126L b,,1
OGLE-2018-BLG-1185L b,,1
OGLE-2018-BLG-1185L b,,1
OGLE-2018-BLG-1212L b,,1
OGLE-2018-BLG-1212L b,,1
OGLE-2018-BLG-1212L b,,1
OGLE-2018-BLG-1212L b,,1
OGLE-2018-BLG-1212L b,,1
OGLE-2018-BLG-1269L b,,1
OGLE-2018-BLG-1269L b,,1
OGLE-2018-BLG-1269L b,,1
OGLE-2018-BLG-1269L b,,1
OGLE-2018-BLG-1367L b,,1
OGLE-2018-BLG-1367L b,,1
OGLE-2018-BLG-1367L b,,1
OGLE-2018-BLG-1428L b,,1
OGLE-2018-BLG-1647L b,,1
OGLE-2018-BLG-1700L b,,1
OGLE-2018-BLG-1700L b,,1
OGLE-2019-BLG-0249L b,,1
OGLE-2019-BLG-0249L b,,1
OGLE-2019-BLG-0249L b,,1
OGLE-2019-BLG-0249L b,,1
OGLE-2019-BLG-0249L b,,1
OGLE-2019-BLG-0299L b,,1
OGLE-2019-BLG-0304L b,,1
OGLE-2019-BLG-0362L b,,1
OGLE-2019-BLG-0362L b,,1
OGLE-2019-BLG-0468L b,,2
OGLE-2019-BLG-0468L b,,2
OGLE-2019-BLG-0468L c,,2
OGLE-2019-BLG-0468L c,,2
OGLE-2019-BLG-0679L b,,1
OGLE-2019-BLG-0954L b,,1
OGLE-2019-BLG-0960L b,,1
OGLE-2019-BLG-0960L b,,1
OGLE-2019-BLG-0960L b,,1
OGLE-2019-BLG-0960L b,,1
OGLE-2019-BLG-1053L b,,1
OGLE-2019-BLG-1053L b,,1
OGLE-2019-BLG-1053L b,,1
OGLE-2019-BLG-1180L b,,1
OGLE-2019-BLG-1470L AB c,,1
OGLE-2019-BLG-1470L AB c,,1
OGLE-2019-BLG-1470L AB c,,1
OGLE-2019-BLG-1470L AB c,,1
OGLE-2019-BLG-1492L b,,1
OGLE-2019-BLG-1492L b,,1
OGLE-2019-BLG-1492L b,,1
OGLE-2019-BLG-1492L b,,1
OGLE-2019-BLG-1492L b,,1
OGLE-2019-BLG-1492L b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-10 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-111 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-113 b,,1
OGLE-TR-132 b,,1
OGLE-TR-132 b,,1
OGLE-TR-132 b,,1
OGLE-TR-132 b,,1
OGLE-TR-132 b,,1
OGLE-TR-132 b,,1
OGLE-TR-132 b,,1
OGLE-TR-182 b,,1
OGLE-TR-182 b,,1
OGLE-TR-182 b,,1
OGLE-TR-211 b,,1
OGLE-TR-211 b,,1
OGLE-TR-211 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE-TR-56 b,,1
OGLE2-TR-L9 b,,1
OGLE2-TR-L9 b,,1
OGLE2-TR-L9 b,,1
OGLE2-TR-L9 b,,1
Oph 11 b,,1
Oph 11 b,,1
PDS 70 b,,2
PDS 70 b,,2
PDS 70 b,,2
PDS 70 b,,2
PDS 70 c,,2
PDS 70 c,,2
PH1 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
PH2 b,,1
POTS-1 b,,1
PSR B0329+54 b,,1
PSR B1257+12 b,,3
PSR B1257+12 b,,3
PSR B1257+12 c,,3
PSR B1257+12 c,,3
PSR B1257+12 c,,3
PSR B1257+12 d,,3
PSR B1257+12 d,,3
PSR B1257+12 d,,3
PSR B1620-26 b,,1
PSR J1719-1438 b,,1
PSR J2322-2650 b,,1
PZ Tel b,HIP 92680,1
Pr0201 b,,1
Pr0201 b,,1
Pr0211 b,,2
Pr0211 b,,2
Pr0211 c,,2
Proxima Cen b,HIP 70890,1
Proxima Cen b,HIP 70890,1
Proxima Cen b,HIP 70890,1
Proxima Cen b,HIP 70890,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-1 b,,1
Qatar-10 b,,1
Qatar-10 b,,1
Qatar-10 b,,1
Qatar-10 b,,1
Qatar-10 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-2 b,,1
Qatar-3 b,,1
Qatar-3 b,,1
Qatar-3 b,,1
Qatar-3 b,,1
Qatar-3 b,,1
Qatar-4 b,,1
Qatar-4 b,,1
Qatar-4 b,,1
Qatar-4 b,,1
Qatar-4 b,,1
Qatar-4 b,,1
Qatar-5 b,,1
Qatar-5 b,,1
Qatar-5 b,,1
Qatar-5 b,,1
Qatar-5 b,,1
Qatar-5 b,,1
Qatar-6 b,,1
Qatar-6 b,,1
Qatar-6 b,,1
Qatar-7 b,,1
Qatar-7 b,,1
Qatar-7 b,,1
Qatar-7 b,,1
Qatar-8 b,,1
Qatar-8 b,,1
Qatar-8 b,,1
Qatar-8 b,,1
Qatar-8 b,,1
Qatar-9 b,,1
Qatar-9 b,,1
Qatar-9 b,,1
Qatar-9 b,,1
ROXs 12 b,,1
ROXs 12 b,,1
ROXs 42 B b,,1
ROXs 42 B b,,1
ROXs 42 B b,,1
RR Cae b,,1
Ross 128 b,HIP 57548,1
Ross 458 c,HIP 63510,1
Ross 508 b,,1
SR 12 AB c,,1
SWEEPS-11 b,,1
SWEEPS-4 b,,1
TAP 26 b,,1
TCP J05074264+2447555 b,,1
TCP J05074264+2447555 b,,1
TCP J05074264+2447555 b,,1
TCP J05074264+2447555 b,,1
TIC 172900988 b,,1
TIC 172900988 b,,1
TIC 172900988 b,,1
TIC 172900988 b,,1
TIC 172900988 b,,1
TIC 172900988 b,,1
TIC 237913194 b,,1
TIC 237913194 b,,1
TIC 257060897 b,,1
TIC 257060897 b,,1
TIC 257060897 b,,1
TIC 279401253 b,,2
TIC 279401253 c,,2
TOI-1052 b,,2
TOI-1052 b,,2
TOI-1052 c,,2
TOI-1062 b,,2
TOI-1062 b,,2
TOI-1062 c,,2
TOI-1064 b,,2
TOI-1064 b,,2
TOI-1064 c,,2
TOI-1064 c,,2
TOI-1075 b,,1
TOI-1075 b,,1
TOI-1075 b,,1
TOI-1107 b,,1
TOI-1107 b,,1
TOI-1130 b,,2
TOI-1130 b,,2
TOI-1130 b,,2
TOI-1130 b,,2
TOI-1130 c,,2
TOI-1130 c,,2
TOI-1130 c,,2
TOI-1130 c,,2
TOI-1135 b,HIP 62908,1
TOI-1135 b,HIP 62908,1
TOI-1136 b,,6
TOI-1136 c,,6
TOI-1136 c,,6
TOI-1136 d,,6
TOI-1136 d,,6
TOI-1136 e,,6
TOI-1136 e,,6
TOI-1136 f,,6
TOI-1136 f,,6
TOI-1136 g,,6
TOI-1181 b,,1
TOI-1181 b,,1
TOI-1194 b,,1
TOI-1194 b,,1
TOI-1199 b,,1
TOI-1199 b,,1
TOI-1201 b,,1
TOI-1201 b,,1
TOI-1201 b,,1
TOI-122 b,,1
TOI-122 b,,1
TOI-122 b,,1
TOI-1221 b,,1
TOI-1221 b,,1
TOI-1227 b,,1
TOI-1227 b,,1
TOI-1231 b,,1
TOI-1231 b,,1
TOI-1235 b,,1
TOI-1235 b,,1
TOI-1235 b,,1
TOI-1235 b,,1
TOI-1235 b,,1
TOI-1246 b,,4
TOI-1246 b,,4
TOI-1246 c,,4
TOI-1246 c,,4
TOI-1246 d,,4
TOI-1246 d,,4
TOI-1246 e,,4
TOI-1246 e,,4
TOI-125 b,,3
TOI-125 b,,3
TOI-125 b,,3
TOI-125 b,,3
TOI-125 c,,3
TOI-125 c,,3
TOI-125 c,,3
TOI-125 c,,3
TOI-125 d,,3
TOI-125 d,,3
TOI-1259 A b,,1
TOI-1259 A b,,1
TOI-1259 A b,,1
TOI-1260 b,,3
TOI-1260 b,,3
TOI-1260 b,,3
TOI-1260 c,,3
TOI-1260 c,,3
TOI-1260 c,,3
TOI-1260 d,,3
TOI-1260 d,,3
TOI-1266 b,,2
TOI-1266 b,,2
TOI-1266 b,,2
TOI-1266 b,,2
TOI-1266 c,,2
TOI-1266 c,,2
TOI-1266 c,,2
TOI-1266 c,,2
TOI-1266 c,,2
TOI-1268 b,,1
TOI-1268 b,,1
TOI-1268 b,,1
TOI-1268 b,,1
TOI-1268 b,,1
TOI-1272 b,,2
TOI-1272 b,,2
TOI-1272 c,,2
TOI-1273 b,,1
TOI-1273 b,,1
TOI-1278 b,,1
TOI-1278 b,,1
TOI-1288 b,,2
TOI-1288 b,,2
TOI-1288 b,,2
TOI-1288 c,,2
TOI-1296 b,,1
TOI-1296 b,,1
TOI-1296 b,,1
TOI-1298 b,,1
TOI-1298 b,,1
TOI-1298 b,,1
TOI-132 b,,1
TOI-132 b,,1
TOI-132 b,,1
TOI-1333 b,,1
TOI-1333 b,,1
TOI-1338 b,,2
TOI-1338 b,,2
TOI-1338 b,,2
TOI-1338 c,,2
TOI-1347 b,,2
TOI-1347 b,,2
TOI-1347 c,,2
TOI-1347 c,,2
TOI-1386 b,,2
TOI-1386 b,,2
TOI-1386 c,,2
TOI-139 b,,1
TOI-139 b,,1
TOI-1408 b,,1
TOI-1408 b,,1
TOI-1411 b,,1
TOI-1411 b,,1
TOI-1416 b,HIP 70705,1
TOI-1416 b,HIP 70705,1
TOI-1420 b,,1
TOI-1420 b,,1
TOI-1422 b,,1
TOI-1422 b,,1
TOI-1431 b,,1
TOI-1431 b,,1
TOI-1442 b,,1
TOI-1442 b,,1
TOI-1444 b,,2
TOI-1444 b,,2
TOI-1444 c,,2
TOI-1452 b,,1
TOI-1452 b,,1
TOI-1468 b,,2
TOI-1468 b,,2
TOI-1468 c,,2
TOI-1468 c,,2
TOI-1470 b,,2
TOI-1470 b,,2
TOI-1470 c,,2
TOI-1478 b,,1
TOI-1478 b,,1
TOI-1478 b,,1
TOI-150.01,,1
TOI-150.01,,1
TOI-150.01,,1
TOI-150.01,,1
TOI-1516 b,,1
TOI-1516 b,,1
TOI-1518 b,,1
TOI-1518 b,,1
TOI-1518 b,,1
TOI-157 b,,1
TOI-157 b,,1
TOI-157 b,,1
TOI-157 b,,1
TOI-1601 b,,1
TOI-1601 b,,1
TOI-163 b,,1
TOI-163 b,,1
TOI-163 b,,1
TOI-1634 b,,2
TOI-1634 b,,2
TOI-1634 b,,2
TOI-1634 b,,2
TOI-1634 c,,2
TOI-1669 b,,1
TOI-1670 b,,2
TOI-1670 b,,2
TOI-1670 c,,2
TOI-1670 c,,2
TOI-1680 b,,1
TOI-1680 b,,1
TOI-1685 b,,1
TOI-1685 b,,1
TOI-1685 b,,1
TOI-1685 b,,1
TOI-169 b,,1
TOI-169 b,,1
TOI-169 b,,1
TOI-169 b,,1
TOI-1693 b,,1
TOI-1693 b,,1
TOI-1694 b,,2
TOI-1694 b,,2
TOI-1694 b,,2
TOI-1694 c,,2
TOI-1695 b,,1
TOI-1695 b,,1
TOI-1695 b,,1
TOI-1696 b,,1
TOI-1696 b,,1
TOI-1696 b,,1
TOI-1710 b,,1
TOI-1710 b,,1
TOI-1710 b,,1
TOI-172 b,,1
TOI-172 b,,1
TOI-172 b,,1
TOI-1728 b,,1
TOI-1728 b,,1
TOI-1728 b,,1
TOI-1728 b,,1
TOI-1736 b,,2
TOI-1736 b,,2
TOI-1736 c,,2
TOI-1749 b,,3
TOI-1749 b,,3
TOI-1749 c,,3
TOI-1749 c,,3
TOI-1749 d,,3
TOI-1749 d,,3
TOI-1751 b,,1
TOI-1751 b,,1
TOI-1759 b,,1
TOI-1759 b,,1
TOI-1759 b,,1
TOI-178 b,,6
TOI-178 c,,6
TOI-178 c,,6
TOI-178 d,,6
TOI-178 d,,6
TOI-178 e,,6
TOI-178 e,,6
TOI-178 f,,6
TOI-178 g,,6
TOI-178 g,,6
TOI-1789 b,,1
TOI-1789 b,,1
TOI-1789 b,,1
TOI-1801 b,HIP 57099,1
TOI-1801 b,HIP 57099,1
TOI-1807 b,,1
TOI-1807 b,,1
TOI-1807 b,,1
TOI-181 b,,1
TOI-181 b,,1
TOI-1811 b,,1
TOI-1811 b,,1
TOI-1820 b,,1
TOI-1820 b,,1
TOI-1842 b,,1
TOI-1842 b,,1
TOI-1853 b,,1
TOI-1853 b,,1
TOI-1859 b,,1
TOI-1859 b,,1
TOI-1860 b,,1
TOI-1860 b,,1
TOI-1899 b,,1
TOI-1899 b,,1
TOI-1937 A b,,1
TOI-1937 A b,,1
TOI-198 b,HIP 738,1
TOI-198 b,HIP 738,1
